Year,Company name,Reporting on a Mandatory Basis, Number of single use plastic bags issued , Gross proceeds of charge (£) ,VAT (£),Costs deducted (£), Cost of changing till systems (£),Cost of staff communications (£),Cost of customer communications (£),Cost of obtaining advice on charge (£),Cost of administering donations (£),Other costs associated with implementing charge (£), Description of other costs, Net proceeds  (£) (Gross less VAT and costs) ,Use of net proceeds,Other use of net proceeds,Amount donated to good causes (£),Good causes in receipt of proceed donation,Number of paper bags issued,Number of bags for life issued,Number of fabric bags issued,Number of other bags issued,Any other information
2018-19,Woburn Enterprises Partnership,Yes,"6,982",349.1,58.18,No costs deducted from proceeds,0,0,0,0,0,0,,290.92,Donated,,:,,:,:,:,:,
2018-19,Woodthorpe Hall Garden Centres Limited,Yes,"42,271","2,887.17",481.2,No costs deducted from proceeds,0,0,0,0,0,0, ,"2,405.97",Donated,Local causes chosen by customers or staff,"2,405.00",Local causes chosen by customers or staff,:,:,:,:,We charge 5p and 10p for carrier bags.
2018-19,Wrights Pies (Shelton) Ltd,Yes,"82,804","4,140.20",690.03,50,0,0,50,0,0,0, ,"3,400.17",Donated, ,:,,:,:,:,:,
2018-19,YESSS (A) Electrical Ltd,Yes,"511,057","25,552.85","4,258.81",500,0,0,0,0,500,0, ,"20,794.04",Donated, ,:,,:,:,:,:,
2018-19,YTC Ltd,Yes,"408,764","20,438.20","3,406.37",277,0,200,27,0,50,0, ,"16,754.83","Donated,Retained by your company/organisation", ,:,,:,:,:,:,
2019-20,A F Blakemore & Son Ltd,Yes,"6,419,934","320,996.70","53,499.45",No costs deducted from proceeds,0,0,0,0,0,0,,"267,497.25","Put to other uses, provide details in the box below",Retained by Blakemore Foundation which is then used for charitable acts and donations,:,,:,:,:,:,
2019-20,Aldi Stores Ltd,Yes,"19,221,213","961,060.65","160,176.78",No costs deducted from proceeds,0,0,0,0,0,0,,"800,883.87",Donated,,"419,202.09",Charity/volunteering,"2,019,681","106,522,086",:,:,"Aldi only sells single-use carrier bags that are compostable. £419,057.67 worth of proceeds from the sale of these bags is being donated to good causes."
2019-20,"Animal, a division of H Young (Operations) Limited",Yes,"16,830",841.5,140.25,No costs deducted from proceeds,0,0,0,0,0,0,,701.25,Donated,,:,,:,:,:,:,
2019-20,Archant Community Media Limited,Yes,"168,351","8,417.55","1,402.93",No costs deducted from proceeds,0,0,0,0,0,0,,"7,014.62",Retained by the business,,:,,:,:,:,:,
2019-20,Asda Stores Limited,Yes,"20,114,385","1,005,719.25","167,619.88",No costs deducted from proceeds,0,0,0,0,0,0,,"838,099.37",Donated,,"838,099.37",Charity/volunteering,:,:,:,:,
2019-20,"Ashmolean Museum, University of Oxford",Yes,"6,211",310.55,51.76,No costs deducted from proceeds,0,0,0,0,0,0,,258.79,"Put to other uses, provide details in the box below",All retail profit goes back to the Museum which is a registered charity,:,,:,:,:,:,
2019-20,B&Q,Yes,"633,012","31,650.60","5,275.10",No costs deducted from proceeds,0,0,0,0,0,0,,"26,375.50",Donated,,"31,650.60",Charity/volunteering,:,"596,657",:,:,"B&Q donated the gross proceeds from the sale of their single use bags and also 5p from everybag for life sold. They donated a total of £61,483.45 to good causes"
2019-20,Barton Grange Group Ltd,Yes,"4,331",216.55,36.09,No costs deducted from proceeds,0,0,0,0,0,0,,180.46,Donated,,:,,:,:,:,:,
2019-20,"Bath & North East Somerset Council, Museums Trading",Yes,"6,157",307.85,51.31,No costs deducted from proceeds,0,0,0,0,0,0,,256.54,Donated,,256.54,"Arts,Heritage",:,:,:,:,
2019-20,Bents Garden Centre Limited,Yes,"30,061","1,503.05",250.51,No costs deducted from proceeds,0,0,0,0,0,0,,"1,252.54",Donated,,"1,252.54",Charity/volunteering,:,"108,463",:,:,
2019-20,Bestway Retail Ltd,Yes,"866,625","43,331.25","7,221.88",No costs deducted from proceeds,0,0,0,0,0,0,,"36,109.37",Retained by the business,,:,,:,:,:,:,
2019-20,Biddles of Guildford,Yes,417,20.85,3.48,No costs deducted from proceeds,0,0,0,0,0,0,,17.37,Donated,,18,Health,:,:,:,:,
2019-20,Birds (Derby) Ltd,Yes,"484,226","39,357.70","6,559.62",No costs deducted from proceeds,0,0,0,0,0,0,,"32,798.08",Donated,,:,,:,:,:,:,
2019-20,Blackburn Rovers Football & Athletic Ltd,Yes,"10,269",513.45,102.69,No costs deducted from proceeds,0,0,0,0,0,0,,410.76,Donated,,:,,:,:,:,:,
2019-20,Blackpool Pleasure Beach Ltd,Yes,"17,368",868.4,144.73,No costs deducted from proceeds,0,0,0,0,0,0,,723.67,Donated,,868.4,Charity/volunteering,:,:,"2,227",:,
2019-20,Blackwell UK Limited,Yes,"150,445","12,114.00","2,019.00",No costs deducted from proceeds,0,0,0,0,0,0,,"10,095.00",Donated,,:,,:,:,:,:,
2019-20,BMB Clothing Limited,Yes,"72,660","3,633.00",605.5,No costs deducted from proceeds,0,0,0,0,0,0,,"3,027.50",Donated,,:,,:,:,:,:,
2019-20,Boux Avenue Limited,Yes,"80,088","4,004.40",667.4,No costs deducted from proceeds,0,0,0,0,0,0,,"3,337.00",Donated,,:,,:,:,:,:,
2019-20,Bradfords Building Supplies Ltd,Yes,281,14.05,2.34,No costs deducted from proceeds,0,0,0,0,0,0,,11.71,Retained by the business,,:,,:,:,:,:,
2019-20,Britannia Jinky Jersey Ltd,Yes,"43,499","2,174.95",362.49,"1,812.46",0,"1,812.46",0,0,0,0,,0,Retained by the business,,:,,:,:,:,:,
2019-20,Bryanston Conference Centre Limited,Yes,126,6.3,1.05,No costs deducted from proceeds,0,0,0,0,0,0,,5.25,Donated,,:,,:,:,:,:,
2019-20,C and J Clarks International Limited,Yes,"2,252,135","112,606.75","18,767.79",No costs deducted from proceeds,0,0,0,0,0,0,,"93,838.96",Donated,,:,,:,:,:,:,
2019-20,C Brewer & Sons Ltd,Yes,"13,306",665.3,110.88,No costs deducted from proceeds,0,0,0,0,0,0,,554.42,Donated,,554.42,Environment,:,:,:,:,
2019-20,Cancer Research UK,Yes,"1,011,679","50,583.95","8,430.66",No costs deducted from proceeds,0,0,0,0,0,0,,"42,153.29","Put to other uses, provide details in the box below",Retained for the charitable work of the organisation,:,Health,:,:,:,:,
2019-20,Cardzone Ltd,Yes,"298,744","14,937.20","2,489.53","1,000.00",0,0,400,0,600,0,,"11,447.67",Donated,,:,,:,:,:,:,
2019-20,Cats Protection,Yes,"100,278","5,013.90",835.65,No costs deducted from proceeds,0,0,0,0,0,0,,"4,178.25",Donated,,"4,178.00",Charity/volunteering,:,:,:,:,Cats Protection is a registered charity. The net income from the sale of carrier bags is retained by the charity to apply to its charitable purposes.
2019-20,Cavaghan & Gray Ltd,Yes,"7,643",382.15,63.69,No costs deducted from proceeds,0,0,0,0,0,0,,318.46,Donated,,318,Environment,:,:,:,:,
2019-20,CDS Superstores International LTD T/A The range,Yes,"3,998,168","199,908.40","33,318.07",500,0,400,0,0,100,0,,"166,090.33",Donated,,:,,:,:,:,:,
2019-20,Central England Co-Operative Society,Yes,"200,773","10,038.65","1,673.11",No costs deducted from proceeds,0,0,0,0,0,0,,"8,365.54",Donated,,"8,365.54","Charity/volunteering,Health",:,:,:,:,"Funds from this year and funds from previous years have been donated to Dementia UK Charity partner, BBC Big Night, food redistribution project with Fareshare and repair and maintenance of previously purchased defribulators."
2019-20,Chanel UK Ltd,Yes,754,37.7,6.28,No costs deducted from proceeds,0,0,0,0,0,0,,31.42,Donated,,:,,:,:,:,:,
2019-20,Choice Discount Stores Limited,Yes,"468,031","23,401.55","3,900.26",No costs deducted from proceeds,0,0,0,0,0,0,,"19,501.29",Donated,,:,,:,:,:,:,
2019-20,Choice Support,Yes,556,27.8,4.63,No costs deducted from proceeds,0,0,0,0,0,0,,23.17,Retained by the business,,:,,:,:,:,:,
2019-20,City Plumbing Supplies Holdings Limited,Yes,"7,311",365.55,60.93,No costs deducted from proceeds,0,0,0,0,0,0,,304.62,Donated,,292.44,Health,:,:,:,:,
2019-20,Company Shop Ltd,Yes,"725,479","36,273.95","6,045.66",No costs deducted from proceeds,0,0,0,0,0,0,,"30,228.29",Donated,,"16,191.00",Charity/volunteering,:,:,:,:,Includes 9587 bags sold via on line services at a blanket charge of 15p per delivery. 
2019-20,Compass Group UK and Ireland Limited,Yes,"10,418",763.55,127.26,No costs deducted from proceeds,0,0,0,0,0,0,,636.29,Donated,,:,,:,:,:,:,
2019-20,Cook Trading Ltd,Yes,"560,440","28,022.00","4,670.33",No costs deducted from proceeds,0,0,0,0,0,0,,"23,351.67",Donated,,"23,352.00",Charity/volunteering,:,:,:,:,
2019-20,Coopland and Son (Scarborough) Ltd,Yes,"1,172,572","58,628.60","9,771.43",No costs deducted from proceeds,0,0,0,0,0,0,,"48,857.17",Donated,,"48,857.17",Charity/volunteering,:,:,:,:,Funds were donated to the three air ambulance charities that operating in the same regions as our shops.
2019-20,D J Squire & Co Ltd,Yes,"65,499","3,274.95",545.83,No costs deducted from proceeds,0,0,0,0,0,0,,"2,729.12",Donated,,"2,729.13",Causes chosen by customers/staff,:,:,:,:,Numbers are derived from EPOS system. The money was donated to the Greenfinger charity
2019-20,Decathlon,Yes,356,17.8,2.97,No costs deducted from proceeds,0,0,0,0,0,0,,14.83,"Put to other uses, provide details in the box below",Decathlon chose to stop selling single use plastic bags since last summer,:,,:,:,:,:,
2019-20,Deichmann Shoes UK Ltd,Yes,"1,708,524","85,426.20","14,237.70",No costs deducted from proceeds,0,0,0,0,0,0,,"71,188.50",Retained by the business,,:,,:,:,:,:,
2019-20,"Dickinson & Morris, part of the Samworth Brothers Group",No,"15,531",776.55,129.43,No costs deducted from proceeds,0,0,0,0,0,0,,647.12,Donated,,681.17,Charity/volunteering,:,:,:,:,
2019-20,Dobbies Garden Centres Ltd,Yes,"151,667","7,583.35","1,516.67",No costs deducted from proceeds,0,0,0,0,0,0,,"6,066.68",Donated,,:,,:,:,:,:,
2019-20,Dunelm (Soft Furnishings) Ltd,Yes,"1,443,682","117,549.80","19,591.63",No costs deducted from proceeds,0,0,0,0,0,0,,"97,958.17",Donated,,:,,:,:,:,:,
2019-20,Durham County Council,Yes,367,18.35,3.06,No costs deducted from proceeds,0,0,0,0,0,0,,15.29,Donated,,18.35,Charity/volunteering,:,:,:,:,
2019-20,E H Booth & Co Limited,Yes,608,30.4,5.07,No costs deducted from proceeds,0,0,0,0,0,0,,25.33,Donated,,:,,:,:,:,:,
2019-20,Ebor Foodmarkets Limited,Yes,"361,211","18,060.55","3,010.09",No costs deducted from proceeds,0,0,0,0,0,0,,"15,050.46",Donated,,:,,:,:,:,:,Epos Sales data used to produce numbers
2019-20,Edmundson Electrical Ltd,Yes,"3,132",156.6,26.1,No costs deducted from proceeds,0,0,0,0,0,0,,130.5,Donated,,250,Environment,:,:,:,:,
2019-20,Elim Foursquare Gospel Alliance,Yes,679,33.95,5.66,100,0,0,0,0,0,100,General admin,-71.71,Retained by the business,,:,,:,:,:,:,
2019-20,Elior UK,Yes,"31,235","1,561.75",260.29,No costs deducted from proceeds,0,0,0,0,0,0,,"1,301.46",Donated,,"1,561.72","Charity/volunteering,Health",:,:,:,:,
2019-20,Estee Lauder Cosmetics Limited,Yes,"52,863","2,643.15",440.53,No costs deducted from proceeds,0,0,0,0,0,0,,"2,202.62",Donated,,:,,:,:,:,:,
2019-20,F HINDS LTD,Yes,"49,980","2,499.00",416.5,No costs deducted from proceeds,0,0,0,0,0,0,,"2,082.50","Donated,Put to other uses, provide details in the box below",Will be divided amongst local charities throughout the year,:,,:,:,:,:,
2019-20,Farmfoods Limited,Yes,"8,014,646","400,732.30","66,788.72",No costs deducted from proceeds,0,0,0,0,0,0,,"333,943.58","Donated,Put to other uses, provide details in the box below",Farmfoods continues to support charities and sports throughout the UK with the profit from the sale of carriers,:,,:,:,:,:,
2019-20,Fenwick Limited,Yes,20,1,0.17,No costs deducted from proceeds,0,0,0,0,0,0,,0.83,Retained by the business,,:,,:,:,:,:,
2019-20,FORBIDDEN PLANET (SCOTLAND) LTD,No,"188,596","9,429.80","1,571.63",682.84,0,0,0,0,682.84,0,,"7,175.33",Donated,,"8,486.85","Charity/volunteering,Causes chosen by customers/staff",:,:,:,:,
2019-20,Fresh Express,Yes,48,2.4,0.4,No costs deducted from proceeds,0,0,0,0,0,0,,2,Retained by the business,,:,,:,:,:,:,
2019-20,Frozen Value Ltd,Yes,"293,242","14,662.10","2,443.68",No costs deducted from proceeds,0,0,0,0,0,0,,"12,218.42",Donated,,:,,:,:,:,:,
2019-20,Grafton Merchanting GB Ltd,Yes,"5,186",259.3,43.22,No costs deducted from proceeds,0,0,0,0,0,0,,216.08,Donated,,:,,:,:,:,:,
2019-20,Greggs plc,Yes,"6,380,837","320,665.40","53,444.23",No costs deducted from proceeds,0,0,0,0,0,0,,"267,221.17",Donated,,:,,:,:,:,:,
2019-20,H.I. Weldrick Ltd.,Yes,"13,438",671.9,111.98,150.48,0,0,0,0,0,150.48,Reporting and verification,409.44,Donated,,:,,:,:,:,:,
2019-20,Halfords Group Plc,Yes,"217,078","10,853.90","1,808.98",No costs deducted from proceeds,0,0,0,0,0,0,,"9,044.92",Donated,,"9,044.92",Causes chosen by customers/staff,:,:,:,:,
2019-20,Hamleys of London Limited,Yes,"507,528","30,754.40","5,125.73",No costs deducted from proceeds,0,0,0,0,0,0,,"25,628.67","Donated,Put to other uses, provide details in the box below",The money collected that has not been fully donated yet will be done so in future period,"20,000.00","Charity/volunteering,Education",:,:,:,:,"107,560 bags sold @10p and 399,968 bags sold @5p"
2019-20,Haskins Garden Centres LTD,Yes,"34,673","1,733.65",288.94,No costs deducted from proceeds,0,0,0,0,0,0,,"1,444.71",Donated,,:,,:,:,:,:,
2019-20,Heart of England Co-operative Society Limited,Yes,"1,257,769","62,888.45","10,481.41",No costs deducted from proceeds,0,0,0,0,0,0,,"52,407.04",Donated,,"52,407.04","Arts,Charity/volunteering,Education,Health,Sport",:,:,:,:,
2019-20,Heathcoat Fabrics Limited,Yes,450,22.5,3.75,No costs deducted from proceeds,0,0,0,0,0,0,,18.75,Donated,,22.5,"Charity/volunteering,Health",:,:,:,:,
2019-20,Helston Garages Ltd,Yes,"1,595",79.75,13.29,No costs deducted from proceeds,0,0,0,0,0,0,,66.46,Donated,,66.46,Charity/volunteering,:,:,:,:,
2019-20,Hidden Hearing Ltd,Yes,"4,335",216.75,36.13,No costs deducted from proceeds,0,0,0,0,0,0,,180.62,Donated,,217,Charity/volunteering,:,:,:,:,Donations made to ARUK UK
2019-20,Hillier Nurseries Ltd,Yes,"14,552",727.6,121.27,No costs deducted from proceeds,0,0,0,0,0,0,,606.33,Donated,,606.33,Charity/volunteering,417,:,:,:,
2019-20,Hobbycraft Trading Ltd,Yes,"605,870","30,293.50","5,048.92",No costs deducted from proceeds,0,0,0,0,0,0,,"25,244.58",Donated,,"25,435.00",Charity/volunteering,"753,611","4,153",:,:,
2019-20,Homebase (HHGL Ltd),Yes,"124,787","6,239.35","1,039.89",No costs deducted from proceeds,0,0,0,0,0,0,,"5,199.46",Donated,,:,,:,:,:,:,
2019-20,Hotel Chocolat Retail Ltd,Yes,"1,503",75.15,12.53,No costs deducted from proceeds,0,0,0,0,0,0,,62.62,Donated,,75.15,Charity/volunteering,:,:,:,:,
2019-20,House of Lords Catering and Retail Services,Yes,983,49.15,8.19,No costs deducted from proceeds,0,0,0,0,0,0,,40.96,Donated,,:,,:,:,:,:,
2019-20,Hughes TV and Audio Limited,Yes,"2,415",120.75,20.13,No costs deducted from proceeds,0,0,0,0,0,0,,100.62,Donated,,:,,:,:,:,:,
2019-20,Iceland Foods Ltd,Yes,"14,299,658","714,982.90","119,163.82",No costs deducted from proceeds,0,0,0,0,0,0,,"595,819.08",Donated,,"382,745.00","Charity/volunteering,Environment,Health",:,:,:,:,
2019-20,Imperial war Museum,Yes,"31,342","1,567.10",261.18,No costs deducted from proceeds,0,0,0,0,0,0,,"1,305.92",Retained by the business,,:,,:,:,:,:,
2019-20,J Barbour & Sons Ltd,Yes,"13,220",661,110.17,No costs deducted from proceeds,0,0,0,0,0,0,,550.83,Donated,,532,"Environment,Heritage",:,:,:,:,
2019-20,J.P.MCDOUGALL & CO.LIMITED Trading as Dulux Decorator Centres,Yes,"27,481","2,748.10",458.02,No costs deducted from proceeds,0,0,0,0,0,0,,"2,290.08",Donated,,"2,290.08",Charity/volunteering,:,"27,481",:,:,
2019-20,Jacobs & Turner Ltd,Yes,"420,719","21,036.07","3,506.01",No costs deducted from proceeds,0,0,0,0,0,0,,"17,530.06",Retained by the business,,:,,:,:,:,:,
2019-20,JD Sports Fashion PLC,Yes,"2,394,405","124,876.90","20,812.82",No costs deducted from proceeds,0,0,0,0,0,0,,"104,064.08",Donated,,:,,:,:,:,:,"JD Sports are currently unable to provide an exact figure for the number of single use bags sold, as their till sales also include the sales of their reusable duffle bags. An estimate of single use bags sold in 2019/20 has been made based on store purchases. Figures for earlier years include the sales of reusable duffle bags. The total number of bags sold (single use and duffle bags) in 2019/20 was 7,482,514 and the associated gross proceeds was £390,240.20"
2019-20,John Grose Group Ltd,Yes,"16,593",829.65,138.28,No costs deducted from proceeds,0,0,0,0,0,0,,691.37,Donated,,:,,:,:,:,:,
2019-20,John Lewis plc,Yes,"7,336,920","366,846.00","61,141.00",No costs deducted from proceeds,0,0,0,0,0,0,,"305,705.00",Donated,,:,,:,:,:,:,
2019-20,Krispy Kreme UK Ltd,Yes,"704,528","35,226.40","5,871.07",No costs deducted from proceeds,0,0,0,0,0,0,,"29,355.33",Donated,,:,,:,:,:,:,
2019-20,L ROWLANDS & CO (RETAIL) LIMITED,Yes,"32,818","1,640.90",273.48,No costs deducted from proceeds,0,0,0,0,0,0,,"1,367.42",Donated,,"1,640.90",Health,:,:,:,:,"Whilst the VAT is paid, as a company we donate the gross proceeds to charity British Heart Foundation."
2019-20,LAKELAND LIMITED,Yes,"130,216","6,510.80","1,085.13",No costs deducted from proceeds,0,0,0,0,0,0,,"5,425.67",Donated,,:,,:,:,:,:,
2019-20,Leeds Beckett University,Yes,446,22.3,3.72,No costs deducted from proceeds,0,0,0,0,0,0,,18.58,Retained by the business,,:,,:,:,:,:,We use an EPOS System which tracks the sales of the carrier bags.
2019-20,Leicester City Football Club Limited,Yes,550,27.5,4.58,No costs deducted from proceeds,0,0,0,0,0,0,,22.92,Donated,,:,,:,:,:,:,
2019-20,Leonard F Jollyes (B.P) Ltd,Yes,"158,061","7,903.05","1,317.18",No costs deducted from proceeds,0,0,0,0,0,0,,"6,585.87",Donated,,:,,:,:,:,:,
2019-20,Lincolnshire Cooperative Ltd,Yes,"3,330,949","166,547.45","27,757.91",No costs deducted from proceeds,0,0,0,0,0,0,,"138,789.54",Donated,,"138,789.55",Causes chosen by customers/staff,:,"1,215,414","58,005",:,Sales from tills
2019-20,Lloyds Pharmacy Ltd,Yes,"313,646","15,682.30","2,613.72",No costs deducted from proceeds,0,0,0,0,0,0,,"13,068.58",Donated,,:,,:,:,:,:,
2019-20,Longleat Enterprises Limited,Yes,"21,592","1,079.60",179.93,No costs deducted from proceeds,0,0,0,0,0,0,,899.67,Donated,,:,,:,:,:,:,
2019-20,Loughborough Students Union,Yes,"49,379","2,468.95",411.49,No costs deducted from proceeds,0,0,0,0,0,0,,"2,057.46","Put to other uses, provide details in the box below",Invested in charitable purpose to further the education of our students,:,,:,:,:,:,
2019-20,Machine Mart LTD,Yes,"3,230",161.5,32.3,No costs deducted from proceeds,0,0,0,0,0,0,,129.2,Donated,,:,,:,:,:,:,
2019-20,Mackays Stores Ltd,Yes,"1,189,327","59,466.35","9,911.06",No costs deducted from proceeds,0,0,0,0,0,0,,"49,555.29",Donated,,"49,555.29",Charity/volunteering,:,:,:,:,Our carrier bag data is collected via our till system
2019-20,Majestic Wine Warehouses Ltd,Yes,"9,971",498.55,83.09,No costs deducted from proceeds,0,0,0,0,0,0,,415.46,Donated,,83.09,Causes chosen by customers/staff,:,:,:,:,
2019-20,Marie Curie,Yes,"186,552","9,327.60","1,554.60",No costs deducted from proceeds,0,0,0,0,0,0,,"7,773.00","Put to other uses, provide details in the box below",Used for charitable purposes at Marie Curie,:,Charity/volunteering,:,:,:,:,
2019-20,Marks and Spencer Group plc,Yes,"12,780,197","639,009.85","106,501.64",No costs deducted from proceeds,0,0,0,0,0,0,,"532,508.21",Donated,,"532,551.00","Environment,Health,Causes chosen by customers/staff",:,:,:,:,
